SHIP01,0
SHIP01,80
SHIP01,160
SHIP01,240
SHIP01,320
SHIP01,400
SHIP01,480
SHIP01,560
SHIP01,640
SHIP01,720
SHIP01,800
SHIP01,880
SHIP01,960
SHIP01,1040
SHIP01,1120
SHIP01,1200
SHIP01,1280
SHIP01,1360
SHIP01,1440
SHIP01,1520
SHIP01,1600
SHIP01,1680
SHIP01,1760
SHIP01,1840
SHIP01,1920
SHIP01,2000
SHIP01,2080
SHIP01,2160
SHIP01,2240
SHIP01,2320
SHIP01,2400
SHIP01,2480
SHIP01,2560
SHIP01,2640
SHIP01,2720
SHIP01,2800
SHIP01,2880
SHIP01,2960
SHIP01,3040
SHIP01,3120
SHIP01,3200
SHIP01,3280
SHIP01,3360
SHIP01,3440
SHIP01,3520
SHIP01,3600
SHIP01,3680
SHIP01,3760
SHIP01,3840
SHIP01,3920
SHIP01,4000
SHIP01,4080
SHIP01,4160
SHIP01,4240
SHIP01,4320
SHIP01,4400
SHIP01,4480
SHIP01,4560
SHIP01,4640
SHIP01,4720
SHIP01,4800
SHIP01,4880
SHIP01,4960
SHIP01,5040
SHIP01,5120
SHIP01,5200
SHIP01,5280
SHIP01,5360
SHIP01,5440
SHIP01,5520
SHIP01,5600
SHIP01,5680
SHIP01,5760
SHIP01,5840
SHIP01,5920
SHIP01,6000
SHIP01,6080
SHIP01,6160
SHIP01,6240
SHIP01,6320
SHIP01,6400
SHIP01,6480
SHIP01,6560
SHIP01,6640
SHIP01,6720
SHIP01,6800
SHIP01,6880
SHIP01,6960
SHIP01,7040
SHIP01,7120
SHIP01,7200
SHIP01,7280
SHIP01,7360
SHIP01,7440
SHIP01,7520
SHIP01,7600
SHIP01,7680
SHIP01,7760
SHIP01,7840
SHIP01,7920
SHIP01,8000
SHIP01,8100
SHIP01,8180
SHIP01,8280
SHIP01,8360
SHIP01,8460
SHIP01,8540
SHIP01,8640
SHIP01,8720
SHIP01,8820
SHIP01,8900
SHIP01,9000
SHIP01,9080
SHIP01,9180
SHIP01,9260
SHIP01,9360
SHIP01,9440
SHIP01,9540
SHIP01,9620
SHIP01,9720
SHIP01,9800
SHIP01,9900
SHIP01,9980
SHIP01,10080
SHIP01,10160
SHIP01,10260
SHIP01,10340
SHIP01,10440
SHIP01,10520
SHIP01,10620
SHIP01,10700
SHIP01,10800
SHIP01,10880
SHIP01,10980
SHIP01,11060
SHIP01,11160
SHIP01,11240
SHIP01,11340
SHIP01,11420
SHIP01,11520
SHIP01,11600
SHIP01,11680
SHIP01,11760
SHIP01,11840
SHIP01,11920
SHIP01,12000
SHIP01,12080
SHIP01,12160
SHIP01,12240
SHIP01,12320
SHIP01,12400
SHIP01,12480
SHIP01,12560
SHIP01,12640
SHIP01,12720
SHIP01,12800
SHIP01,12880
SHIP01,12960
SHIP01,13040
SHIP01,13120
SHIP01,13200
SHIP01,13280
SHIP01,13360
SHIP01,13440
SHIP01,13520
SHIP01,13600
SHIP01,13680
SHIP01,13760
SHIP01,13840
SHIP01,13920
SHIP01,14000
SHIP01,14080
SHIP01,14160
SHIP01,14240
SHIP01,14320
SHIP01,14400
SHIP01,14480
SHIP01,14560
SHIP01,14640
SHIP01,14720
SHIP01,14800
SHIP01,14880
SHIP01,14960
SHIP01,15040
SHIP01,15120
SHIP01,15200
SHIP01,15280
SHIP01,15360
SHIP01,15440
SHIP01,15520
SHIP01,15600
SHIP01,15680
SHIP01,15760
SHIP01,15840
SHIP01,15920
SHIP01,16000
SHIP01,16080
SHIP01,16160
SHIP01,16240
SHIP01,16320
SHIP01,16400
SHIP01,16480
SHIP01,16560
SHIP01,16640
SHIP01,16720
SHIP01,16800
SHIP01,16880
SHIP01,16960
SHIP01,17040
SHIP01,17120
SHIP01,17200
SHIP01,17280
SHIP01,17360
SHIP01,17440
SHIP01,17520
SHIP01,17600
SHIP01,17680
SHIP01,17760
SHIP01,17840
SHIP01,17920
SHIP01,18000
SHIP01,18080
SHIP01,18160
SHIP01,18240
SHIP01,18320
SHIP01,18400
SHIP01,18480
SHIP01,18560
SHIP01,18640
SHIP01,18720
SHIP01,18800
SHIP01,18880
SHIP01,18960
SHIP01,19040
SHIP01,19120
SHIP01,19200
SHIP01,19280
SHIP01,19360
SHIP01,19440
SHIP01,19520
SHIP01,19600
SHIP01,19680
SHIP01,19760
SHIP01,19840
SHIP01,19920
SHIP01,20000
SHIP01,20080
SHIP01,20160
SHIP01,20240
SHIP01,20320
SHIP01,20400
SHIP01,20480
SHIP01,20560
SHIP01,20640
SHIP01,20720
SHIP01,20800
SHIP01,20880
SHIP01,20960
SHIP01,21040
SHIP01,21120
SHIP01,21200
SHIP01,21280
SHIP01,21360
SHIP01,21440
SHIP01,21520
SHIP01,21600
SHIP01,21680
SHIP01,21760
SHIP01,21840
SHIP01,21920
SHIP01,22000
SHIP01,22080
SHIP01,22160
SHIP01,22240
SHIP01,22320
SHIP01,22400
SHIP01,22480
SHIP01,22560
SHIP01,22640
SHIP01,22720
SHIP01,22800
SHIP01,22880
SHIP01,22960
SHIP01,23040
SHIP01,23120
SHIP01,23200
SHIP01,23280
SHIP01,23360
SHIP01,23440
SHIP01,23520
SHIP01,23600
SHIP01,23680
